class,original_path,generated_path
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (49).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (49).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (5).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (5).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (50).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (50).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (51).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (51).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (52).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (52).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (53).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (53).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (54).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (54).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (55).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (55).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (56).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (56).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (57).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (57).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (58).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (58).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (59).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (59).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (6).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (6).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (60).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (60).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (61).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (61).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (62).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (62).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (63).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (63).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (64).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (64).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (65).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (65).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (66).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (66).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (67).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (67).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (68).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (68).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (69).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (69).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (7).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (7).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (70).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (70).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (71).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (71).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (72).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (72).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (73).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (73).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (74).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (74).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (75).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (75).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (76).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (76).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (77).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (77).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (78).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (78).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (79).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (79).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (8).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (8).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (80).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (80).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (81).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (81).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (82).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (82).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (83).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (83).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (84).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (84).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (85).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (85).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (86).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (86).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (87).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (87).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (88).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (88).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (89).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (89).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (9).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (9).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (91).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (91).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (92).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (92).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (93).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (93).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (94).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (94).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (95).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (95).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (96).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (96).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (97).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (97).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (98).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (98).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (99).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (99).jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (57).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (57)_aug_00000.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (4).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (4)_aug_00001.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (50).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (50)_aug_00002.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (185).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (185)_aug_00003.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (135).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (135)_aug_00004.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (8).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (8)_aug_00005.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (200).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (200)_aug_00006.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (160).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (160)_aug_00007.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (102).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (102)_aug_00008.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (46).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (46)_aug_00009.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (13).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (13)_aug_00010.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (100).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (100)_aug_00011.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (53).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (53)_aug_00012.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (90).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (90)_aug_00013.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (156).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (156)_aug_00014.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (160).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (160)_aug_00015.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (168).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (168)_aug_00016.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (55).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (55)_aug_00017.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (33).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (33)_aug_00018.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (105).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (105)_aug_00019.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (29).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (29)_aug_00020.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (102).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (102)_aug_00021.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (73).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (73)_aug_00022.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (143).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (143)_aug_00023.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (215).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (215)_aug_00024.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (202).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (202)_aug_00025.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (9).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (9)_aug_00026.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (205).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (205)_aug_00027.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (162).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (162)_aug_00028.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (112).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (112)_aug_00029.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (134).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (134)_aug_00030.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (171).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (171)_aug_00031.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (104).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (104)_aug_00032.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (29).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (29)_aug_00033.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (57).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (57)_aug_00034.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (41).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (41)_aug_00035.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (115).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (115)_aug_00036.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (64).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (64)_aug_00037.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (60).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (60)_aug_00038.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (97).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (97)_aug_00039.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (77).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (77)_aug_00040.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (78).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (78)_aug_00041.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (37).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (37)_aug_00042.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (117).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (117)_aug_00043.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (215).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (215)_aug_00044.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (101).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (101)_aug_00045.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (143).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (143)_aug_00046.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (10).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (10)_aug_00047.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (87).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (87)_aug_00048.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (153).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (153)_aug_00049.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (88).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (88)_aug_00050.jpg
Dusty,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Dusty\Dust (123).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Dusty\Dust (123)_aug_00051.jpg
